injuryID,date,playerName,description
3366,12/22/97,Shawn Bradley,moderated calf muscle tear in left leg (DNP)
3367,12/22/97,Donyell Marshall,sprained lower back (DNP)
3368,12/23/97,Shaquille O'Neal,hairline fracture in right wrist (out 2 weeks)
3369,12/23/97,Shawn Bradley,moderated calf muscle tear in left leg (DNP)
3370,12/23/97,Ronald Jones / Popeye Jones,surgery on left knee to repair torn ACL
3371,12/23/97,Vinny Del Negro,strained right tricep tendon (DNP)
3372,12/26/97,Lamond Murray,right hand injury (DNP)
3373,12/26/97,Shaquille O'Neal,abdominal strain & hairline fracture in right wrist (DNP)
3374,12/26/97,Gerald Wilkins,back spasms (DNP)
3375,12/26/97,Rony Seikaly,flu (DNP)
3376,12/26/97,Shawn Bradley,moderated calf muscle tear in left leg (DNP)
3377,12/26/97,Jayson Williams,injured back (left game)
3378,12/26/97,Vinny Del Negro,strained right tricep tendon (DNP)
3379,12/26/97,Brooks Thompson,ill (DNP)
3380,12/26/97,George McCloud,thigh bruise (DNP)
3381,12/27/97,Mitchell Butler,surgery on neck to remove herniated disc (out for season) (date approximate)
3382,12/27/97,Walt Williams,hyperextended left knee (DNP)
3383,12/28/97,Brian Grant,bruised left thigh (DNP)
3384,12/28/97,Luc Longley,flu (DNP)
3385,12/28/97,Jamal Mashburn,sprained left ankle (DNP)
3386,12/28/97,Shaquille O'Neal,abdominal strain & hairline fracture in right wrist (DNP)
3387,12/28/97,Vinny Del Negro,strained right tricep tendon (DNP)
3388,12/29/97,Luc Longley,flu (DNP)
3389,12/29/97,Lindsey Hunter,torn muscle in right calf (out 7-10 days)
3390,12/29/97,Danny Manning,abdominal strain (out 2 weeks)
3391,12/30/97,Arvydas Sabonis,sprained right hand (DNP)
3392,12/30/97,Jamal Mashburn,sprained left ankle / flu (DNP)
3393,12/30/97,Chris Dudley,broken nose (left game)
3394,12/30/97,Eric Riley,strained Achilles tendon (DNP)
3395,12/30/97,Walt Williams,hyperextended left knee (DNP)
3396,12/30/97,Danny Manning,right abdominal strain (DNP)
3397,12/30/97,Tyrone Bogues / Muggsy Bogues,small tear in right hamstring (DNP)
3398,12/31/97,Sam Mack,sprained right hand (DTD)
3399,12/31/97,Marcus Camby,strained abdominal muscle (DNP)
3400,12/31/97,Walt Williams,hyperextended left knee (DNP)
3401,1/1/98,Sam Mack,sprained right hand (DNP)
3402,1/2/98,Tyus Edney,flu (DNP)
3403,1/2/98,Sam Mack,sprained right hand (DNP)
3404,1/2/98,Antoine Carr,pulled right hamstring (DTD)
3405,1/2/98,Corie Blount,sprained right ankle (DNP)
3406,1/2/98,Sam Cassell,bruised right shoulder blade (DTD)
3407,1/2/98,Dale Davis,sprained left ankle (DNP)
3408,1/2/98,Marcus Camby,strained abdominal muscle (DNP)
3409,1/2/98,Walt Williams,hyperextended left knee (DNP)
3410,1/2/98,Danny Manning,right abdominal strain (DNP)
3411,1/2/98,Doug West,strained left hamstring (DTD)
3412,1/2/98,Tom Gugliotta,flu (DNP)
3413,1/2/98,Tyrone Bogues / Muggsy Bogues,small tear in right hamstring (DNP)
3414,1/3/98,Tyus Edney,flu (DNP)
3415,1/3/98,Lorenzen Wright,sprained left knee (DNP)
3416,1/3/98,Antoine Carr,right hamstring injury (DNP)
3417,1/3/98,Mark Price,strained right hamstring (DNP)
3418,1/3/98,Sam Cassell,bruised right shoulder blade (DNP)
3419,1/3/98,Dale Davis,sprained left ankle (DNP)
3420,1/3/98,Marcus Camby,strained abdominal muscle (DNP)
3421,1/3/98,Walt Williams,hyperextended left knee (DNP)
3422,1/3/98,Sean Elliott,strained right groin (DTD)
3423,1/3/98,Doug West,strained left hamstring (DNP)
3424,1/4/98,Corie Blount,sprained right ankle (DNP)
3425,1/4/98,Danny Manning,right abdominal strain (DNP)
3426,1/4/98,Jason Kidd,sprained right ankle (left game)
3427,1/5/98,Brian Grant,sore left thigh (DNP)
3428,1/5/98,Mark Price,strained right hamstring (DNP)
3429,1/5/98,Marcus Camby,strained abdominal muscle (DNP)
3430,1/5/98,Walt Williams,hyperextended left knee (DNP)
3431,1/5/98,Sean Elliott,strained right groin (DNP)
3432,1/6/98,Lorenzen Wright,strained left knee (DNP)
3433,1/6/98,Antonio Daniels,flu (DNP)
3434,1/6/98,Antoine Carr,right hamstring injury (DNP)
3435,1/6/98,Corie Blount,sprained right ankle (DNP)
3436,1/6/98,Dale Davis,sprained left ankle (DNP)
3437,1/6/98,Charles Barkley,bruised toe (out 1 week)
3438,1/6/98,Danny Manning,right abdominal strain (DNP)
3439,1/7/98,Lorenzen Wright,strained ligament in left knee (DNP)
3440,1/7/98,Antonio Daniels,flu (DNP)
3441,1/7/98,Dell Curry,tightness in right calf (DNP)
3442,1/7/98,Brian Evans,strained rigth foot (DNP)
3443,1/7/98,Mark Price,strained right hamstring (DNP)
3444,1/7/98,Walt Williams,hyperextended left knee (DNP)
3445,1/7/98,Charles Barkley,collection of blood at tip of middle toe on right foot (out 1 week)
3446,1/7/98,Sean Elliott,strained right groin (DNP)
3447,1/7/98,Danny Manning,right abdominal strain (DNP)
3448,1/7/98,Doug West,pulled right hamstring (DNP)
3449,1/8/98,Toni Kukoc,flu (DNP)
3450,1/8/98,Antoine Carr,right hamstring injury (DNP)
3451,1/8/98,Brian Evans,strained tendon in right foot (DNP)
3452,1/8/98,Mark Price,strained right hamstring (DNP)
3453,1/8/98,Sam Cassell,neck and shoulder spasms (DNP)
3454,1/8/98,Dale Davis,sprained left ankle (DNP)
3455,1/8/98,Charles Barkley,hematoma in middle toe on right foot (DNP)
3456,1/8/98,Clyde Drexler,sore right shoulder (DNP)
3457,1/8/98,Eddie Johnson (Arnet),sore right elbow (DNP)
3458,1/9/98,Toni Kukoc,flu (DNP)
3459,1/9/98,Dell Curry,tightness in right calf (DNP)
3460,1/9/98,Sean Elliott,strained right groin (DNP)
3461,1/9/98,Danny Manning,right abdominal strain (DNP)
3462,1/9/98,Doug West,strained right hamstring (DNP)
3463,1/9/98,Tom Hammonds,broken nose (DTD)
3464,1/10/98,Tyrone Hill,sprained MCL (DNP)
3465,1/10/98,Charles Barkley,hematoma in middle toe on right foot (DNP)
3466,1/10/98,Matt Maloney,sore right elbow (DNP)
3467,1/10/98,Sean Elliott,strained right groin (DNP)
3468,1/10/98,Doug West,strained right hamstring (DNP)
3469,1/11/98,Dell Curry,tightness in right calf (DNP)
3470,1/11/98,Calbert Cheaney,right knee tendinitis (left game)
3471,1/12/98,Tyrone Hill,strained MCL (DNP)
3472,1/12/98,Lorenzen Wright,strained left knee (DNP)
3473,1/12/98,Mark Hendrickson,flu (DNP)
3474,1/12/98,Sam Cassell,back spasms (DNP)
3475,1/13/98,Dell Curry,tightness in right calf (DNP)
3476,1/13/98,Sam Cassell,neck and shoulder spasms (DNP)
3477,1/13/98,Xavier McDaniel,sprained left ankle (DNP)
3478,1/13/98,Johnny Newman,dislocated left shoulder (DNP)
3479,1/13/98,Matt Maloney,sore right elbow (DNP)
3480,1/13/98,Vinny Del Negro,sore right elbow (DNP)
3481,1/14/98,Tyrone Hill,sprained MCL in knee (DNP)
3482,1/14/98,Lorenzen Wright,strained left knee (DNP)
3483,1/14/98,Nick Van Exel,sore left knee (DNP)
3484,1/14/98,Johnny Newman,sore left shoulder (DNP)
3485,1/14/98,Vinny Del Negro,sore right elbow (DNP)
3486,1/15/98,Steve Kerr,fractured left collarbone (out indefinitely)
3487,1/15/98,Lorenzen Wright,sprained right ankle (DNP)
3488,1/15/98,Dell Curry,left calf strain (DNP)
3489,1/15/98,Sam Cassell,neck spasms (DNP)
3490,1/16/98,Dell Curry,strained right calf (DNP)
3491,1/16/98,Johnny Newman,subluxation left shoulder (DNP)
3492,1/16/98,Tom Hammonds,broken nose (DNP)
3493,1/18/98,Glenn Robinson,flu (DNP)
3494,1/18/98,Johnny Newman,subluxation left shoulder (DNP)
3495,1/18/98,Mario Elie,injured shoulder (DTD)
3496,1/18/98,John Williams / Hot Rod Williams,flu (DNP)
3497,1/19/98,Vlade Divac,arthroscopic surgery on left knee to repair cartilage damage (out indefinitely)
3498,1/19/98,Vlade Divac,sore left knee (DNP)
3499,1/19/98,Adam Keefe,birth of child (DNP)
3500,1/19/98,Mark Price,strained right hamstring (DNP)
3501,1/20/98,Glenn Robinson,flu (DNP)
3502,1/20/98,Tyrone Corbin,sore lower back (DNP)
3503,1/20/98,Johnny Newman,left shoulder injury (DNP)
3504,1/21/98,Dennis Rodman,flu (DNP)
3505,1/21/98,Tyrone Corbin,sore lower back (DNP)
3506,1/21/98,Mark Price,strained right hamstring (DNP)
3507,1/21/98,Johnny Newman,subluxation left shoulder (DNP)
3508,1/21/98,LaPhonso Ellis,bruised right heel (DNP)
3509,1/21/98,Reggie Jordan,hyperextended left knee (DNP)
3510,1/22/98,Fred Hoiberg,sprained right ankle (DNP)
3511,1/22/98,Brian Williams / Bison Dele,left knee tendinitis (DNP)
3512,1/22/98,Mario Elie,sprained left shoulder (DNP)
3513,1/23/98,Arvydas Sabonis,back spasms (DNP)
3514,1/23/98,Mark Price,strained right hamstring (DNP)
3515,1/23/98,Robert Pack,torn ligaments in right thumb (out indefinitely)
3516,1/23/98,Fred Hoiberg,sprained right ankle (DNP)
3517,1/24/98,Brent Barry,injured left heel / plantar fasciatis (DNP)
3518,1/24/98,Eric Washington,flu (DNP)
3519,1/24/98,Mario Elie,DNP
3520,1/26/98,Sean Elliott,will undergo surgery to repair tendon in left leg
3521,1/27/98,Arvydas Sabonis,back spasms (DNP)
3522,1/27/98,Terry Davis,flu (DTD)
3523,1/27/98,Tony Battie,bruised right hand (DNP)
3524,1/27/98,Brian Williams / Bison Dele,left knee tendinitis (DNP)
3525,1/27/98,Felton Spencer,right hip pointer (DNP)
3526,1/28/98,Brent Barry,injured left heel / plantar fasciatis (DNP)
3527,1/28/98,Chris Childs,concussion (DNP)
3528,1/28/98,Brian Williams / Bison Dele,left knee tendinitis (DNP)
3529,1/28/98,Tracy McGrady,sprained right ankle (DNP)
3530,1/28/98,Tom Gugliotta,sprained left knee (DNP)
3531,1/28/98,Felton Spencer,hip flexor (DTD)
3532,1/29/98,Chris Childs,concussion (DNP)
3533,1/29/98,Rony Seikaly,sprained left ankle (DNP)
3534,1/29/98,Tracy McGrady,sprained right ankle (DNP)
3535,1/29/98,Matt Maloney,sprained neck (DTD)
3536,1/29/98,Tom Gugliotta,sprained left knee (DNP)
3537,1/29/98,Felton Spencer,hip flexor (DNP)
3538,1/30/98,Derek Anderson,sprained MCL in right knee (out indefinitely)
3539,1/30/98,Brent Barry,plantar fasciatis in left foot (DNP)
3540,1/30/98,Nick Van Exel,strained left hip flexor (DNP)
3541,1/30/98,Robert Horry,abdominal strain (DNP)
3542,1/30/98,Samaki Walker,sore right foot (DNP)
3543,1/30/98,Brian Williams / Bison Dele,left knee tendinitis (DNP)
3544,1/30/98,Tom Gugliotta,sprained right ankle (DTD)
3545,1/30/98,Felton Spencer,hip flexor (DNP)
3546,1/31/98,Mark Davis (Anthony),sprained right wrist (DTD)
3547,1/31/98,Derek Anderson,sprained MCL in right knee (DNP)
3548,1/31/98,Tony Massenburg,sprained ankle (DNP)
3549,1/31/98,Corey Beck,pulled left groin (DNP)
3550,1/31/98,Samaki Walker,stress fracture in right foot (DNP)
3551,1/31/98,Matt Bullard,flu (DNP)
3552,1/31/98,Matt Maloney,strained neck muscle (DNP)
3553,2/1/98,Brent Barry,plantar fasciatis in left foot (DNP)
3554,2/1/98,Duane Causwell,flu (DNP)
3555,2/1/98,Buck Williams,sore left knee (DTD)
3556,2/1/98,Buck Williams,left knee tendinitis (DNP)
3557,2/1/98,Nick Van Exel,strained left hip flexor (DNP)
3558,2/1/98,Robert Horry,abdominal strain (DNP)
3559,2/1/98,Robert Pack,surgery on right thumb to repair torn ligaments
3560,2/1/98,Matt Bullard,flu (DNP)
3561,2/1/98,Matt Maloney,strained neck muscle (DNP)
3562,2/1/98,Tom Gugliotta,sore right ankle (DNP)
3563,2/2/98,Toni Kukoc,back injury (DNP)
3564,2/2/98,Terry Mills,arthroscopic surgery on left knee to remove loose cartilage
3565,2/2/98,Samaki Walker,stress fracture in right foot (DNP)
3566,2/2/98,Grant Hill,injured right foot (left game)
3567,2/2/98,Tom Gugliotta,sprained right ankle (DNP)
3568,2/2/98,Ledell Eackles,surgery on right knee (out 3 weeks)
3569,2/3/98,Ron Mercer,stomach virus (DNP)
3570,2/3/98,Brent Barry,plantar fasciatis in left foot (DNP)
3571,2/3/98,Corey Beck,pulled left groin (DNP)
3572,2/3/98,Buck Williams,sore left knee (DNP)
3573,2/3/98,Felton Spencer,bruised ribs (DNP)
3574,2/3/98,Vernell Coles / Bimbo Coles,sore left hamstring (DNP)
3575,2/4/98,Chris Webber,strained right shoulder (DNP)
3576,2/4/98,Toni Kukoc,sore back (DNP)
3577,2/4/98,Buck Williams,sore left knee (DNP)
3578,2/4/98,Robert Horry,strained abdominal muscle (DNP)
3579,2/4/98,Samaki Walker,stress fracture in right foot (DNP)
3580,2/4/98,Tom Gugliotta,sore right ankle (DNP)
3581,2/5/98,Chris Webber,injured right shoulder (DNP)
3582,2/5/98,Corey Beck,pulled left groin (DNP)
3583,2/5/98,Samaki Walker,stress fracture in right foot (DNP)
3584,2/10/98,Terrell Brandon,sprained left ankle (DNP)
3585,2/10/98,Chris Webber,strained right shoulder (DNP)
3586,2/10/98,Henry James,hemorrhoid surgery
3587,2/10/98,Christian Laettner,flu (DNP)
3588,2/10/98,Eldridge Recasner,sprained right ankle (DNP)
3589,2/10/98,Corey Beck,pulled left groin (DNP)
3590,2/10/98,Buck Williams,sore left knee (DNP)
3591,2/10/98,Larry Johnson (Demetric),left ankle tendinitis (DNP)
3592,2/10/98,Eddie Jones,flu (DNP)
3593,2/10/98,Darrell Armstrong,sprained right shoulder (DNP)
3594,2/10/98,Hubert Davis,flu / stomach virus (DNP)
3595,2/10/98,Samaki Walker,stress fracture in right foot (DNP)
3596,2/10/98,Vernell Coles / Bimbo Coles,sore left hamstring (DNP)
3597,2/10/98,Juwan Howard,sprained left ankle (DNP)
3598,2/11/98,Terrell Brandon,sprained left ankle (DNP)
3599,2/11/98,Chris Webber,strained right shoulder (DNP)
3600,2/11/98,Corey Beck,pulled left groin (DNP)
3601,2/11/98,Eddie Jones,flu / sprained right ankle (P) (DNP)
3602,2/11/98,Anfernee Hardaway / Penny Hardaway,strained left calf (DNP)
3603,2/11/98,Darrell Armstrong,strained right rotator cuff (DNP)
3604,2/11/98,Micheal Williams,sore left foot (DNP)
3605,2/11/98,Tom Gugliotta,sore right ankle (DNP)
3606,2/11/98,Juwan Howard,sprained left ankle (DNP)
3607,2/12/98,Tariq Abdul-Wahad / Olivier Saint-Jean,bruised lower back (DNP)
3608,2/12/98,Marcus Camby,sprained right thumb (left game)
3609,2/13/98,Christian Laettner,flu (DNP)
3610,2/13/98,Anthony Johnson,sprained left ankle (DNP)
3611,2/13/98,Tariq Abdul-Wahad / Olivier Saint-Jean,bruised lower back (DNP)
3612,2/13/98,Gerald Wilkins,DNP
3613,2/13/98,Tom Gugliotta,sore right ankle (DNP)
3614,2/13/98,Vernell Coles / Bimbo Coles,sore left hamstring (DNP)
3615,2/14/98,Chris Webber,strained right shoulder (DNP)
3616,2/14/98,Christian Laettner,flu (DNP)
3617,2/14/98,Juwan Howard,sprained left ankle (DNP)
3618,2/15/98,Chris Webber,strained right shoulder (DNP)
3619,2/15/98,Christian Laettner,flu (DNP)
3620,2/15/98,Jamal Mashburn,surgery on fractured right thumb
3621,2/15/98,Anthony Johnson,sprained left ankle (DNP)
3622,2/15/98,Bobby Hurley,sprained left ankle (DNP)
3623,2/15/98,Tariq Abdul-Wahad / Olivier Saint-Jean,bruised lower back (DNP)
3624,2/15/98,Anfernee Hardaway / Penny Hardaway,strained left calf (DNP)
3625,2/15/98,Marcus Camby,sprained right thumb (DNP)
3626,2/15/98,Mario Elie,sprained left ankle (DNP)
3627,2/15/98,Tyrone Bogues / Muggsy Bogues,pulled right hamstring (left game)
3628,2/15/98,Juwan Howard,sprained left ankle (DNP)
3629,2/17/98,Buck Williams,injured left knee (DNP)
3630,2/17/98,Grant Long,surgery on right foot to repair fracture in fifth metatarsal
3631,2/17/98,David Robinson,right knee tendinitis (DNP)
3632,2/17/98,Rex Chapman,sprained left ankle (DNP)
3633,2/17/98,Tom Gugliotta,sore right ankle (DNP)
3634,2/18/98,Chris Webber,strained right shoulder (DNP)
3635,2/18/98,Buck Williams,sore left knee (DNP)
3636,2/18/98,Nick Van Exel,sore right knee (DNP)
3637,2/18/98,Anfernee Hardaway / Penny Hardaway,strained left calf (DNP)
3638,2/18/98,Derek Harper,injured neck (DTD)
3639,2/18/98,Mark Price,torn ligament in right thumb (left game)
3640,2/18/98,Detlef Schrempf,sore neck/throat (DNP)
3641,2/18/98,Tom Gugliotta,sore right ankle (DNP)
3642,2/18/98,Juwan Howard,sprained left ankle (DNP)
3643,2/19/98,Rodney Rogers,sprained right ankle (DNP)
3644,2/19/98,Corie Blount,sprained right ankle (DNP)
3645,2/19/98,Nick Van Exel,ill (DNP)
3646,2/19/98,Rik Smits,lower back spasms (DNP)
3647,2/19/98,Gary Trent,strained left hip flexor (DNP)
3648,2/19/98,John Thomas,strained right Achilles tendon (DNP)
3649,2/19/98,Mario Elie,sprained left ankle (DNP)
3650,2/19/98,David Robinson,right knee tendinitis (DNP)
3651,2/20/98,Rasheed Wallace,left hip pointer (DNP)
3652,2/20/98,Buck Williams,arthroscopic surgery on left knee
3653,2/20/98,Anfernee Hardaway / Penny Hardaway,strained left calf muscle (DNP)
3654,2/20/98,Sherman Douglas,sore right wrist (DNP)
3655,2/20/98,Gary Trent,strained left hip flexor (DNP)
3656,2/20/98,John Thomas,strained right Achilles tendon (DNP)
3657,2/20/98,Detlef Schrempf,throat injury (DNP)
3658,2/20/98,Tom Gugliotta,bone spurs and bone chips in right ankle (will undergo surgery)
3659,2/21/98,Chris Webber,strained right shoulder (DNP)
3660,2/21/98,Rony Seikaly,bone bruise in right foot (out 4 weeks)
3661,2/21/98,Sherman Douglas,sore right wrist (DNP)
3662,2/21/98,David Robinson,right knee tendinitis (DNP)
3663,2/21/98,Juwan Howard,sprained left ankle (DNP)
3664,2/22/98,Isaiah Rider / J.R. Rider,flu (DNP)
3665,2/22/98,Sam Mack,bruised thigh (DTD)
3666,2/22/98,Brent Barry,ankle injury (DNP)
3667,2/22/98,Anthony Johnson,sprained left ankle (DNP)
3668,2/22/98,Nick Van Exel,sore right knee (DNP)
3669,2/22/98,Anfernee Hardaway / Penny Hardaway,strained left calf muscle (DNP)
3670,2/22/98,John Thomas,strained right Achilles tendon (DNP)
3671,2/22/98,Detlef Schrempf,throat injury (DNP)
3672,2/22/98,David Robinson,right knee tendinitis (DNP)
3673,2/22/98,Steve Nash,DNP
3674,2/23/98,Anthony Johnson,sprained left ankle (DNP)
3675,2/23/98,Detlef Schrempf,sore neck (DNP)
3676,2/24/98,Doug West,will enter treatment center for alcohol abuse (out 3-5 weeks)
3677,2/24/98,Sam Mack,bruised thigh (DNP)
3678,2/24/98,Brent Barry,ankle injury (DNP)
3679,2/24/98,Chris Childs,sprained left ankle (DNP)
3680,2/24/98,Chris Dudley,broken bone in right foot
3681,2/24/98,Nick Van Exel,sore right knee (DNP)
3682,2/24/98,Kendall Gill,sore right big toe (DNP)
3683,2/24/98,David Robinson,right knee tendinitis (DNP)
3684,2/24/98,Juwan Howard,sprained left ankle (DNP)
3685,2/25/98,Sam Mack,bruised left thigh (DNP)
3686,2/25/98,Chris Childs,sprained left ankle (out 7-10 days)
3687,2/25/98,Nick Van Exel,will undergo diagnostic arthroscopic surgery on right knee (out 2 weeks)
3688,2/25/98,Nick Van Exel,sore right knee (DNP)
3689,2/25/98,Anfernee Hardaway / Penny Hardaway,strained left calf (DNP)
3690,2/25/98,Mario Elie,sprained left ankle (DTD)
3691,2/26/98,Aaron McKie,lower back spasms (DNP)
3692,2/26/98,Olden Polynice,bruised left shin (DNP)
3693,2/27/98,Aaron McKie,lower back spasms (DNP)
3694,2/27/98,Anfernee Hardaway / Penny Hardaway,strained left calf muscle (DNP)
3695,2/27/98,Nick Anderson,flu (DNP)
3696,2/27/98,John Thomas,strained right Achilles tendon (DNP)
3697,2/27/98,Vernell Coles / Bimbo Coles,sore right foot (DNP)
3698,2/28/98,Luc Longley,sprained left knee (DNP)
3699,2/28/98,Randy Brown,partially torn left Achilles tendon (DNP)
3700,2/28/98,Bobby Hurley,sprained ankle (DNP)
3701,2/28/98,Steve Smith (Delano),knee injury (DTD)
3702,2/28/98,Brent Barry,sprained left ankle (DNP)
3703,2/28/98,Anfernee Hardaway / Penny Hardaway,strained left calf muscle (DNP)
3704,2/28/98,Nick Anderson,flu (DNP)
3705,2/28/98,Johnny Newman,extraction of infected tooth (DNP)
3706,2/28/98,Juwan Howard,sprained left ankle (DNP)
3707,3/1/98,Steve Smith (Delano),sore right knee (DNP)
3708,3/1/98,Brent Barry,sprained left ankle (DNP)
3709,3/1/98,Chris Childs,sprained left ankle (DNP))
3710,3/2/98,Juwan Howard,sprained left ankle (DNP)
3711,3/3/98,Luc Longley,sprained left knee (DNP)
3712,3/3/98,Randy Brown,strained left Achilles tendon (DNP)
3713,3/3/98,Chris Childs,sprained left ankle (DNP))
3714,3/3/98,Eric Montross,knee surgery (out for season)
3715,3/3/98,John Thomas,strained right Achilles tendon (DNP)
3716,3/4/98,Tim Thomas,Achilles tendinitis (DNP)
3717,3/4/98,Billy Owens,back spasms (DNP)
3718,3/4/98,Gary Trent,strained left hip flexor (DNP)
3719,3/4/98,John Thomas,strained right Achilles tendon (DNP)
3720,3/5/98,Chris Childs,sprained left ankle (DNP))
